Machine name,Operater ID,Time,Work order,Purpose,Test Platform,Fixture ID,Socket number,CoC information_ID, , ,QWLT result, , , , , , , , , , , , , , ,LIV result, , , ,Coarse Tune,,
CT-3103A,operator,20240708_191100,X240620002,Post BI,Left (A),1,8,DO721#2,TM038,O-02-24,120,50,40,9.2,10.8,1.75,0,0,1556.9,NaN,10.37467856,-2,-2,-1265.6498,-38.751103,56.627,55.904,56.04,13.14164883,,Pass,[SMSR Fail]
CT-3103A,operator,20240709_144503,X240620002,Post BI,Left (A),1,1,DO721#2,TM038,O-03-25,120,50,40,10.1,9.9,3.25,0,0,1556.9,NaN,49.03685337,-2,-2,-497.462519,-27.177763,52.262,52.311,52.586,11.75114815,,Pass,
CT-3103A,operator,20240709_145455,X240620002,Post BI,Left (A),1,2,DO721#2,TM038,L-02-21,120,50,40,10.1,9.9,3.75,0,2,1551.5,NaN,44.58288028,-2,-2,-352.733157,-61.42167,54.175,53.643,54.787,13.77225954,,Pass,
CT-3103A,operator,20240709_151858,X240620002,Post BI,Left (A),1,3,DO721#2,TM038,L-02-23,120,50,40,10.6,9.4,1.75,3,0,1545.2,NaN,49.01599931,-2,-2,-207.930963,-86.069958,52.942,52.905,54.009,13.76713034,89_90_91_92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240709_152746,X240620002,Post BI,Left (A),1,4,DO721#2,TM038,K-02-28,120,50,40,9.8,10.2,4,0.5,0,1561.9,NaN,43.27075675,-2,-2,-223.554744,-25.419786,63.993,64.578,64.718,11.45358766,,Pass,
CT-3103A,operator,20240709_154226,X240620002,Post BI,Left (A),1,5,DO721#2,TM038,P-04-10,120,50,40,9.4,10.6,1.5,0.5,0,1557,NaN,43.67519329,-2,-2,-749.62806,-37.139627,59.675,59.399,59.185,13.96883904,,Pass,
CT-3103A,operator,20240709_155244,X240620002,Post BI,Left (A),1,6,DO721#2,TM038,O-01-09,120,50,40,9.9,10.1,4.5,0.5,0,1551.4,NaN,42.49583175,-2,-2,-268.932898,-60.945553,51.775,51.879,52.968,13.22297019,,Pass,
CT-3103A,operator,20240709_160206,X240620002,Post BI,Left (A),1,7,DO721#2,TM038,O-02-10,120,50,40,9.8,10.2,6.25,0,0,1557.2,NaN,46.2436454,-2,-2,-376.259879,-43.18267,56.227,56.206,56.879,13.09218807,,Pass,
CT-3103A,operator,20240709_161033,X240620002,Post BI,Left (A),1,8,DO721#2,TM038,O-02-24,120,50,40,9.2,10.8,1.75,0,0,1556.9,NaN,13.86560393,-2,-2,-1266.742358,-37.90874,56.605,55.863,55.983,12.97387969,,Pass,[SMSR Fail]
CT-3103A,operator,20240716_115604,X240704001,Pre BI,Left (A),1,1,DO721#2,TM039,M-01-18,120,50,40,10,10,3,0,1.5,1556.6,NaN,42.68579364,-2,-2,-557.080493,-37.652368,64.811,66.847,66.712,14.9858125,,Pass,
CT-3103A,operator,20240716_120501,X240704001,Pre BI,Left (A),1,2,DO721#2,TM039,M-01-13,120,50,40,10.2,9.8,5.25,0,1.5,1551.1,NaN,48.07890326,-2,-2,-570.810516,-57.063353,59.635,59.967,60.604,14.81667965,,Pass,
CT-3103A,operator,20240716_121441,X240704001,Pre BI,Left (A),1,3,DO721#2,TM039,M-01-19,120,50,40,9.9,10.1,3,0,2,1556.5,NaN,44.777902,-2,-2,-375.713571,-36.736757,64.057,66.364,66.925,15.37612165,,Pass,
CT-3103A,operator,20240716_122251,X240704001,Pre BI,Left (A),1,4,DO721#2,TM039,F-01-24,120,50,40,9.9,10.1,1.75,0,1.5,1562.3,NaN,43.81059348,-2,-2,-344.538857,-28.935738,61.061,61.346,61.798,12.37838578,,Pass,
CT-3103A,operator,20240716_123147,X240704001,Pre BI,Left (A),1,5,DO721#2,TM039,F-01-10,120,50,40,10.3,9.7,2.75,0,1.5,1550.6,NaN,48.57029923,-2,-2,-586.36145,-59.480572,52.536,52.293,52.551,13.30484817,,Pass,
CT-3103A,operator,20240723_104127,X240704001,Post BI,Left (A),1,1,DO721#2,TM039,M-01-18,120,50,40,10,10,3,0,1.5,1556.6,NaN,44.42846789,-2,-2,-504.090742,-38.824353,65.268,66.821,66.651,14.9117660886447,,Pass,
CT-3103A,operator,20240723_105021,X240704001,Post BI,Left (A),1,2,DO721#2,TM039,M-01-13,120,50,40,10.2,9.8,5.5,0,1.5,1551.1,NaN,47.31181454,-2,-2,-578.713429,-59.627069,60.087,59.614,60.53,14.8053803798626,,Pass,
CT-3103A,operator,20240723_110001,X240704001,Post BI,Left (A),1,3,DO721#2,TM039,M-01-19,120,50,40,9.9,10.1,3.25,0,2,1556.5,NaN,46.14325578,-2,-2,-402.481586,-39.410344,64.654,66.48,66.938,15.2972104229586,,Pass,
CT-3103A,operator,20240723_110752,X240704001,Post BI,Left (A),1,4,DO721#2,TM039,F-01-24,120,50,40,10.2,9.8,2.25,0,1.5,1562.2,NaN,43.22335654,-2,-2,-391.774374,-31.499454,60.378,60.075,60.482,12.1500235911301,,Pass,
CT-3103A,operator,20240723_111739,X240704001,Post BI,Left (A),1,5,DO721#2,TM039,F-01-10,120,50,40,10.3,9.7,3,0,1.5,1550.6,NaN,48.08884124,-2,-2,-496.151391,-62.959902,52.629,52.555,52.592,13.3311621144606,,Pass,
CT-3103A,operator,20240723_115545,X240704001,Post BI,Left (A),1,1,DO721#2,TM038,F-01-10,120,50,40,9.6,10.4,2,0,1.5,1550.8,NaN,37.06647644,-2,-2,-336.708763,-63.362771,55.149,54.48,54.558,13.0019831459827,92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240723_120603,X240704001,Post BI,Left (A),1,2,DO721#2,TM038,F-01-12,120,50,40,10,10,3,4.5,0,1550.8,NaN,48.82926781,-2,-2,-223.299809,-59.846818,53.959,54.407,53.846,12.8568236786396,93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240723_121524,X240704001,Post BI,Left (A),1,3,DO721#2,TM038,F-01-24,120,50,40,10.2,9.8,2.5,0,2.5,1562.4,NaN,43.80006783,-2,-2,-232.914448,-28.239872,63.426,63.467,63.686,12.2458447587482,,Pass,
CT-3103A,operator,20240723_122634,X240704001,Post BI,Left (A),1,4,DO721#2,TM038,M-01-19,120,50,40,9.5,10.5,1.5,0,1.5,1556.6,NaN,44.247210667,-2,-2,-272.46555,-37.798865,72.411,73.471,73.639,15.258982146502,92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240723_124123,X240704001,Post BI,Left (A),1,5,DO721#2,TM038,M-01-17,120,50,40,9.6,10.4,1.5,0,2,1556.7,NaN,44.47469149,-2,-2,-279.494416,-36.956502,71.142,72.027,72.24,14.6760844226973,,Pass,
CT-3103A,operator,20240723_125753,X240704001,Post BI,Left (A),1,6,DO721#2,TM038,M-01-18,120,50,40,9.6,10.4,1.75,0,2,1556.7,NaN,37.58043713,-2,-2,-321.631262,-35.052028,73.22,72.746,73.152,14.5560505290184,92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240723_130945,X240704001,Post BI,Left (A),1,7,DO721#2,TM038,F-01-09,120,50,40,10,10,1.5,0,1.5,1550.8,NaN,48.52359595,-2,-2,-248.865981,-61.787912,53.085,52.062,53.458,12.5725273116771,92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240723_131857,X240704001,Post BI,Left (A),1,8,DO721#2,TM038,M-01-25,120,50,40,9.2,10.8,5.25,0,2.5,1562.1,NaN,38.80165478,-2,-2,-226.067656,-12.564586,79.938,80.182,80.181,10.2542534157919,92_93_94_95_96_97,Fail,[Coarse Tuning fail]
CT-3103A,operator,20240913_173842,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,9.9,10.1,3,0,2,1562.5,NaN,48.06579327,-2,-2,-342.700747,-39.143237,61.074,61.15,61.737,15.9623139988264,,Pass,,55.03503
CT-3103A,operator,20240913_201234,X240704001,Pre BI,Left (A),1,4,DO721#1,TM038,F-01-10,120,50,40,9.4,10.6,6,0,1.5,1556.9,NaN,45.06775527,-2,-2,-249.773584,-43.861826,62.318,58.811,58.954,9.93885123645936,,Pass,,54.94701
CT-3103A,operator,20240913_203411,X240704001,Pre BI,Left (A),1,4,DO721#1,TM038,F-01-10,120,50,40,9.4,10.6,6,0,1.5,1556.9,NaN,44.81344438,-2,-2,-249.810226,-43.971562,62.382,58.875,58.93,9.88416319462661,,Pass,,55.01525
CT-3103A,operator,20240913_205224,X240704001,Pre BI,Left (A),1,4,DO721#1,TM038,F-01-10,120,50,40,10.3,9.7,0.5,2,0,1554,NaN,10.0130475,-2,-2,-1262.111356,-8.563841,51.578,51.371,51.629,5.51427660798193,-2_-1_0_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28_29_30_31_32_33_34_35_36_37_40_41_42_43_44_90_91_92_93_94_95_96_97,Fail,[SMSR Fail][Low Power][Coarse Tuning fail],54.96627
CT-3103A,operator,20240914_114209,X240704001,Pre BI,Left (A),1,4,DO721#1,TM038,F-01-10,120,50,40,9.6,10.4,2.5,0,1,1555.4,NaN,45.5437495,-2,-2,-956.863048,-8.088324,61.277,56.371,62.769,4.52137947256319,-2_-1_0_1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_25_26_27_28_29_30_31_32_33_34_35_36_37_38_39_40_41_42_43_44_45_46_47,Fail,[Low Power][Coarse Tuning fail],-9.836493
CT-3103A,operator,20240914_151309,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,9.9,10.1,5,4,0,1562.5,NaN,46.7205883,-2,-2,-251.899735,-6.442304,61.531,62.381,63.782,1.28327837427375,,Pass,[Low Power],54.96224
CT-3103A,operator,20240914_171241,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,9.2,10.8,0.5,2,0,1562.5,NaN,28.2619767,-2,-2,-322.868931,-7.247025,61.207,64.599,62.638,1.30969314589529,,Pass,[SMSR Fail][Low Power],54.99987
CT-3103A,operator,20240914_174259,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,9.3,10.7,0.5,2,0,1562.5,NaN,41.2663701,-2,-2,-331.740099,-6.990977,60.543,61.526,61.839,1.45355470339115,,Pass,[Low Power],54.95675
CT-3103A,operator,20240914_175627,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,9.3,10.7,0.5,2,0,1562.5,NaN,44.2290925,-2,-2,-332.106662,-6.881242,60.546,17.531,61.869,1.43751081278844,,Pass,[Low Power],54.96377
CT-3103A,operator,20240914_180939,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,9.3,10.7,0.75,2.5,0,NaN,NaN,NaN,-2,-2,NaN,NaN,NaN,8.681,NaN,-0.0128293643838685,,Pass,[Low Power],54.95614
CT-3103A,operator,20240914_182304,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,9.2,10.8,0.5,2,0,1562.5,NaN,25.7718211,-2,-2,-326.827954,-6.990977,61.326,62.322,62.632,1.4249028501339,,Pass,[SMSR Fail][Low Power],54.93063
CT-3103A,operator,20240914_183844,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,9.3,10.7,0.75,2,0,1562.4,NaN,42.5630385,-2,-2,-318.39672,-6.844664,60.998,62.4,62.378,1.47173816181467,,Pass,[Low Power],54.95348
CT-3103A,operator,20240923_121534,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,11.6,8.4,3.25,0,1,NaN,NaN,NaN,-2,-2,NaN,NaN,NaN,54.156,NaN,8.08512508762284,,Pass,,55.03603
CT-3103A,operator,20240923_140506,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,5,15,5,0,8.5,NaN,NaN,NaN,-2,-2,NaN,NaN,NaN,74.411,NaN,14.4454063027251,,Pass,,55.00121
CT-3103A,operator,20240923_141427,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,6.4,13.6,5,0,10,NaN,NaN,NaN,-2,-2,NaN,NaN,NaN,63.804,NaN,2.1946195438043,,Pass,[Low Power],55.00741
CT-3103A,operator,20240923_142352,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,10.2,9.8,1,0,9,NaN,NaN,NaN,-2,-2,NaN,NaN,NaN,53.315,NaN,9.27662918343778,,Pass,,54.99291
CT-3103A,operator,20240923_153834,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,6.3,13.7,8.25,0,8.5,NaN,NaN,NaN,-2,-2,NaN,NaN,NaN,69.85,NaN,5.68085888434705,,Pass,[Low Power],54.98733
CT-3103A,operator,20240923_160346,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,9.3,10.7,3,0,1,1561.3,NaN,10.61341355,-2,-2,-6215.330213,-18.476539,60.963,62.047,62.401,13.513392204438,50_63_90,Fail,[SMSR Fail][Coarse Tuning fail],54.94006
CT-3103A,operator,20240923_162609,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,9.3,10.7,3,0,0.5,1561.3,NaN,7.35793978,-2,-2,-6502.872799,-18.659432,60.964,62.04,61.724,13.4874477935706,50_63_90,Fail,[SMSR Fail][Coarse Tuning fail],55.04122
CT-3103A,operator,20240923_170433,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,9.3,10.7,3,0,0,1561.3,NaN,5.600454234,-2,-2,-5862.646736,-18.988634,60.962,62.166,66.336,12.916607657314,50_63_90,Fail,[SMSR Fail][Coarse Tuning fail],54.9836
CT-3103A,operator,20240923_172537,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,9.3,10.7,8,0,3,1556.2,NaN,23.037606911,-2,-2,-398.896926,-29.81579,62.972,63.618,75.172,15.9349527695898,77,Fail,[SMSR Fail][Coarse Tuning fail],55.03216
CT-3103A,operator,20240923_174036,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,9.3,10.7,4.25,6.5,0,1556.3,NaN,3.24910661,-2,-2,-3896.000329,-22.756192,62.966,63.016,63.899,10.6905221382684,50_63_90,Fail,[SMSR Fail][Coarse Tuning fail],55.02569
CT-3103A,operator,20240923_185736,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,9.4,10.6,1.5,0,0,1556.2,NaN,31.471469302,-2,-2,-864.37579,-32.303109,59.14,58.841,60.234,18.371828739786,,Pass,[SMSR Fail],54.9819
CT-3103A,operator,20241009_094029,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,5,15,1.75,0,9,1565.9,NaN,38.85130036,-2,-2,-4893.308505,-3036.180045,72.531,71.738,71.559,13.5436214870537,49_75_89,Fail,[Coarse Tuning fail],54.93124
CT-3103A,operator,20241009_094649,X240704001,Pre BI,Rignt (B),1,1,DO721#1,TM038,F-01-10,120,50,40,10.5,9.5,2,0,1.5,NaN,NaN,NaN,-2,-2,NaN,NaN,NaN,64.295,NaN,11.9656644067248,,Pass,,54.91885
CT-3103A,operator,20241009_101946,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,12.1,7.9,2.75,0,0,NaN,NaN,NaN,-2,-2,NaN,NaN,NaN,52.995,NaN,10.7502235374079,,Pass,,54.97985
CT-3103A,operator,20241009_104330,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,12.7,7.3,6.25,0,4,1545.5,NaN,31.8847743,-2,-2,-17080.18221,-3088.12107,55.294,55.337,55.873,1.6952914505023,75_89,Fail,[SMSR Fail][Low Power][Coarse Tuning fail],55.00503
CT-3103A,operator,20241009_111928,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,6.8,13.2,2,3,0,1560.8,NaN,22.072476086,-2,-2,-4808.629397,-3059.663344,61.652,66.24,67.811,6.74657015895449,49_75_89,Fail,[SMSR Fail][Low Power][Coarse Tuning fail],54.99728
CT-3103A,operator,20241009_114630,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,10.4,9.6,4,0,0,1550.5,NaN,32.1791196,-2,-2,-18061.103299,-3079.854418,53.904,53.903,54.716,2.95603035488881,62_76,Fail,[SMSR Fail][Low Power][Coarse Tuning fail],55.01705
CT-3103A,operator,20241011_154833,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,9.3,10.7,4.5,0,9,1556.3,NaN,11.63223753,-2,-2,-10629.86441,-13.09954,62.89,62.758,63.408,11.4905713644762,50_90,Fail,[SMSR Fail][Coarse Tuning fail],54.95629
CT-3103A,operator,20241011_155458,X240704001,Pre BI,Rignt (B),1,1,DO721#1,TM038,F-01-10,120,50,40,9.3,10.7,1.5,4,0,NaN,NaN,NaN,-2,-2,NaN,NaN,NaN,59.075,NaN,15.7671200219513,,Pass,,54.98498
CT-3103A,operator,20241018_160442,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,10.4,9.6,4,0,0,NaN,NaN,NaN,-2,-2,NaN,NaN,NaN,54.073,NaN,14.510149739705,,Pass,,55.03289
CT-3103A,operator,20241018_162518,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,9.9,10.1,1.75,0,3.5,1556.3,NaN,31.5502687,-2,-2,-16963.31799,-6.442304,56.685,56.139,56.922,15.6851109036293,50_90,Fail,[SMSR Fail][Coarse Tuning fail],54.96725
CT-3103A,operator,20241018_162531,X240704001,Pre BI,Left (A),1,4,DO721#1,TM038,F-01-10,120,50,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,Pass,,-1
CT-3103A,operator,20241018_163633,X240704001,Pre BI,Left (A),1,5,DO721#1,TM038,F-01-10,120,50,40,10.5,9.5,3.25,0,0,1550.5,NaN,30.1743717,-2,-2,-18313.234672,-6.369147,53.97,53.487,54.993,15.4758347846628,49_62_75,Fail,[SMSR Fail][Coarse Tuning fail],54.7723
CT-3103A,operator,20241018_164528,X240704001,Pre BI,Left (A),1,8,DO721#1,TM038,F-01-10,120,50,40,10.2,9.8,4.5,0,0,1561.9,NaN,28.9462316,-2,-2,-13380.288146,-6.222835,64.283,64.319,64.306,13.1699083956497,24_37_64_77_89_91,Fail,[SMSR Fail][Coarse Tuning fail],54.83743
CT-3103A,operator,20241023_140725,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,10.8,9.2,1.5,0,3,1544.7,NaN,47.31977137,-2,-2,-824.418967,-54.108303,57.438,58.002,57.833,13.4252626602049,74_87,Fail,[Coarse Tuning fail],57.98174
CT-3103A,operator,20241023_144153,X240704001,Pre BI,Left (A),1,1,DO721#1,TM038,F-01-10,120,50,40,9.9,10.1,1.75,0,2.5,1544.7,NaN,43.2404303675,-2,-2,-322.722306,-55.937213,58.343,58.25,58.413,11.779195048229,61_74,Fail,[Coarse Tuning fail],58.41674
